n_batteries,rho_agents,sync_mean,sync_std,violation_mean,violation_std,mean_abs_aggregate_power_kw,peak_charge_kw,peak_discharge_kw
50,0.5263157894736842,1.3592562074393073,0.15098111988362387,0.08541666666666667,0.051432335040510244,76.40567195273891,173.60344344760995,207.82656109530154
50,0.5789473684210527,1.3191190001414086,0.15158141983061554,0.0875,0.0446313686136498,80.5575532847572,174.21000668353736,214.58313458800416
50,0.631578947368421,1.2612849078282888,0.14981766179233486,0.07708333333333332,0.03386365420363537,76.60556339621927,173.39171297356626,216.5409501467684
50,0.6842105263157894,1.1309257987088879,0.1436807985663709,0.1,0.06253653902679851,72.4635642447022,181.08386651090285,210.0535448951367
50,0.7368421052631579,1.1177288379253596,0.21056819803163976,0.09583333333333333,0.07166054645429837,80.8512617372897,174.0438210319043,218.60385678889824
50,0.7894736842105263,1.0229320022801314,0.16196384022084473,0.0875,0.042534815461170036,65.99726363640632,179.79487678390154,205.9070335094812
50,0.8421052631578947,0.9193378097540783,0.1933706221922667,0.12083333333333332,0.06180165405913053,77.06012934587031,182.73248426875074,227.4567733162293
50,0.894736842105263,0.6966149641075807,0.2266151648616533,0.14791666666666667,0.058105759092934015,81.74308064170297,187.13308498865894,231.5087574821342
50,0.9473684210526315,0.5732180438279677,0.13371188227205896,0.14166666666666666,0.04760338088145661,72.33627308277642,187.826449865161,227.45268713646
50,1.0,0.07829963968958234,0.004684143070596429,0.17291666666666666,0.052834495532073124,76.89818606392326,190.99251681420625,243.3141220634579
