topology,rho_agents,run_id,run_seed,sync_index,mean_aggregate_battery_kw,std_aggregate_battery_kw,feeder_violation_fraction
legacy_ring,0.1794871794871795,19,750262087,2.0029465942518514,-11.854169528966658,67.60733754101236,0.4166666666666667
legacy_ring,0.20512820512820512,0,3979467237,1.9866046437257332,-13.070003964415951,67.6628821755846,0.4166666666666667
legacy_ring,0.20512820512820512,1,44659504,1.636163944018539,-14.38574716124389,74.24906386905626,0.375
legacy_ring,0.20512820512820512,2,3573526364,1.819870863004202,-14.23587078601363,66.33197757360101,0.4166666666666667
legacy_ring,0.20512820512820512,3,65241001,1.69755722275331,-11.590009263161724,64.40429527013004,0.2916666666666667
legacy_ring,0.20512820512820512,4,12608376,1.989838067239128,-14.382611295799046,65.75929472942464,0.3333333333333333
legacy_ring,0.20512820512820512,5,786581795,1.7856063965208977,-12.300068746876354,75.4730660665,0.4583333333333333
legacy_ring,0.20512820512820512,6,3316441891,1.9824070678094898,-14.12001038692317,59.66933402645237,0.4166666666666667
legacy_ring,0.20512820512820512,7,3566312523,1.9924949366496445,-14.551898557421728,62.58199888850482,0.4166666666666667
legacy_ring,0.20512820512820512,8,533110865,1.8345922124088345,-14.488071494569722,68.25840863645158,0.375
legacy_ring,0.20512820512820512,9,551032805,1.8805451670704738,-12.677994023183702,62.116260009341794,0.375
legacy_ring,0.20512820512820512,10,1072974158,1.9352932431862004,-15.560641447859753,71.71599825179646,0.4583333333333333
legacy_ring,0.20512820512820512,11,197297899,1.9423088847584655,-14.129591532473,64.9109925223273,0.4166666666666667
legacy_ring,0.20512820512820512,12,2775161368,1.7915930736018826,-11.867762802943348,64.44779058187243,0.3333333333333333
